Cruise,Date,Transect,Station,Location,Moc4,Net,Haul,Length_mm
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,7.8
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.14
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,11.28
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,11.58
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.91
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,6.79
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.14
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,9.3
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,5.84
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.9
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.89
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.17
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,8.27
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,4.98
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,4.98
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,6.93
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,7.7
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,6.04
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,4.01
mezcalW19,20190305,NH,S1,MaD,Moc4,N4,310-4-4,5
mezcalW19,20190307,NH,S1,MbD,Moc4,N4,320-4-4,
